,track,url,"insert into musicas (nome, url) values"
1957,Θ. Macarena,https://open.spotify.com/track/2UZW9WOPXdxw9YMG1bebS8,"('Θ. Macarena','https://open.spotify.com/track/2UZW9WOPXdxw9YMG1bebS8'),"
1958,Κ. Kin la belle,https://open.spotify.com/track/6nGSXuZrE5P7gSvtJs4unC,"('Κ. Kin la belle','https://open.spotify.com/track/6nGSXuZrE5P7gSvtJs4unC'),"
1959,Ε. Signaler,https://open.spotify.com/track/03aduXwm6cTqO9bb4XFQ2b,"('Ε. Signaler','https://open.spotify.com/track/03aduXwm6cTqO9bb4XFQ2b'),"
1960,Α. Nwaar Is The New Black,https://open.spotify.com/track/57U26FwUclMqyZ5ylnPpw1,"('Α. Nwaar Is The New Black','https://open.spotify.com/track/57U26FwUclMqyZ5ylnPpw1'),"
1962,Ζ. Kietu,https://open.spotify.com/track/5urhEtesorARjZhjSaFntn,"('Ζ. Kietu','https://open.spotify.com/track/5urhEtesorARjZhjSaFntn'),"
1963,Ξ. Une âme pour deux,https://open.spotify.com/track/0PEvNecmiHz8PsegFXXmcF,"('Ξ. Une âme pour deux','https://open.spotify.com/track/0PEvNecmiHz8PsegFXXmcF'),"
1964,N. J Respect R,https://open.spotify.com/track/75UFzgBCaVwJJ4IVIaatpe,"('N. J Respect R','https://open.spotify.com/track/75UFzgBCaVwJJ4IVIaatpe'),"
1965,Δ. Dieu ne ment jamais,https://open.spotify.com/track/6ATkHaUrIJUtwyhoGMmQgw,"('Δ. Dieu ne ment jamais','https://open.spotify.com/track/6ATkHaUrIJUtwyhoGMmQgw'),"
1966,Paris cest loin,https://open.spotify.com/track/3fHXUNVKNZQ4WaUGLwWxHP,"('Paris cest loin','https://open.spotify.com/track/3fHXUNVKNZQ4WaUGLwWxHP'),"
1968,Η. Gova,https://open.spotify.com/track/0fBxgiQe76HZFFqN2FUUpw,"('Η. Gova','https://open.spotify.com/track/0fBxgiQe76HZFFqN2FUUpw'),"
1971,Λ. Lové,https://open.spotify.com/track/4myoVer3cPAUqBzDigYf7A,"('Λ. Lové','https://open.spotify.com/track/4myoVer3cPAUqBzDigYf7A'),"
1972,B. #QuedusaalVie,https://open.spotify.com/track/4HvYhaXDmmAW6ZmPcgPZca,"('B. #QuedusaalVie','https://open.spotify.com/track/4HvYhaXDmmAW6ZmPcgPZca'),"
1973,Ι. Peur dêtre père,https://open.spotify.com/track/1lQBpwzlkwNiRyCiifKtRA,"('Ι. Peur dêtre père','https://open.spotify.com/track/1lQBpwzlkwNiRyCiifKtRA'),"
1974,Γ. Mosaïque solitaire,https://open.spotify.com/track/1E3zyoTHtJzsu5CjwIFIhY,"('Γ. Mosaïque solitaire','https://open.spotify.com/track/1E3zyoTHtJzsu5CjwIFIhY'),"
1982,Nån Annan,https://open.spotify.com/track/2sQOFwtjo6sjNoutONMyUJ,"('Nån Annan','https://open.spotify.com/track/2sQOFwtjo6sjNoutONMyUJ'),"
1983,Bli Lige Her,https://open.spotify.com/track/26nmH39V3eLOXcRgSBhwdQ,"('Bli Lige Her','https://open.spotify.com/track/26nmH39V3eLOXcRgSBhwdQ'),"
1984,Me Rehúso,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,"('Me Rehúso','https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl'),"
2016,Baby I Wont,https://open.spotify.com/track/1G0xFA3KNiKdbjhT2asL43,"('Baby I Wont','https://open.spotify.com/track/1G0xFA3KNiKdbjhT2asL43'),"
2017,Snacket på stan,https://open.spotify.com/track/0rleRAsgvRKxBVf44lmcY7,"('Snacket på stan','https://open.spotify.com/track/0rleRAsgvRKxBVf44lmcY7'),"
2018,Let Me Hold You (Turn Me On),https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,"('Let Me Hold You (Turn Me On)','https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU'),"
2020,Mister Dardy,https://open.spotify.com/track/3gppA9cIA46C4nomcRq1NF,"('Mister Dardy','https://open.spotify.com/track/3gppA9cIA46C4nomcRq1NF'),"
2021,Ja må du leva,https://open.spotify.com/track/2q6kL6Tnbd3lJuxWL0v7ur,"('Ja må du leva','https://open.spotify.com/track/2q6kL6Tnbd3lJuxWL0v7ur'),"
2022,Sku Sku,https://open.spotify.com/track/4iKcrbBMI7e7rtv9d9rvzF,"('Sku Sku','https://open.spotify.com/track/4iKcrbBMI7e7rtv9d9rvzF'),"
2023,Flex,https://open.spotify.com/track/2w0uLANc4fBabIcfUr3q5r,"('Flex','https://open.spotify.com/track/2w0uLANc4fBabIcfUr3q5r'),"
2024,Cobain,https://open.spotify.com/track/3fhCb7Ur0cXFpkj9MujXLk,"('Cobain','https://open.spotify.com/track/3fhCb7Ur0cXFpkj9MujXLk'),"
2025,Magazine,https://open.spotify.com/track/3VMC0aaaqHG2FjY1Thchdf,"('Magazine','https://open.spotify.com/track/3VMC0aaaqHG2FjY1Thchdf'),"
2026,Caramelle,https://open.spotify.com/track/23mnLiduJ9u9wBEYYOUQRo,"('Caramelle','https://open.spotify.com/track/23mnLiduJ9u9wBEYYOUQRo'),"
2027,Marilyn Manson,https://open.spotify.com/track/1TgStOC3k9lfSCDj4DlnkY,"('Marilyn Manson','https://open.spotify.com/track/1TgStOC3k9lfSCDj4DlnkY'),"
2028,Spezzacuori,https://open.spotify.com/track/52ZV8yQCfY6YTKN1l3fL87,"('Spezzacuori','https://open.spotify.com/track/52ZV8yQCfY6YTKN1l3fL87'),"
2029,El Machico,https://open.spotify.com/track/1WmtYXg5hkD6I2iY1cPYeM,"('El Machico','https://open.spotify.com/track/1WmtYXg5hkD6I2iY1cPYeM'),"
2030,Side e Wayne,https://open.spotify.com/track/2Pw44a20tjxfpohMCtM3zY,"('Side e Wayne','https://open.spotify.com/track/2Pw44a20tjxfpohMCtM3zY'),"
2031,Hypebeast,https://open.spotify.com/track/3yaSj5YS46MmySiNXmUDcP,"('Hypebeast','https://open.spotify.com/track/3yaSj5YS46MmySiNXmUDcP'),"
2032,Cono Gelato,https://open.spotify.com/track/4O9PDbnXU9SnqhPXBXYOnA,"('Cono Gelato','https://open.spotify.com/track/4O9PDbnXU9SnqhPXBXYOnA'),"
2033,Diabolika,https://open.spotify.com/track/0a3SI7oePAbL8xQKywpgSy,"('Diabolika','https://open.spotify.com/track/0a3SI7oePAbL8xQKywpgSy'),"
2034,Ti amo,https://open.spotify.com/track/2EeWuO3xvYuadWLWDivIVX,"('Ti amo','https://open.spotify.com/track/2EeWuO3xvYuadWLWDivIVX'),"
2035,Sexy Gang,https://open.spotify.com/track/1sqpSw3amIefL0wZRPzbbu,"('Sexy Gang','https://open.spotify.com/track/1sqpSw3amIefL0wZRPzbbu'),"
2036,Sportswear,https://open.spotify.com/track/1FdFCnC0QAlVBiVdmdyn67,"('Sportswear','https://open.spotify.com/track/1FdFCnC0QAlVBiVdmdyn67'),"
2037,Tic Tac,https://open.spotify.com/track/6GhVcXVCkBGbJqsYOoS5Xj,"('Tic Tac','https://open.spotify.com/track/6GhVcXVCkBGbJqsYOoS5Xj'),"
2038,You Make My Dreams - Remastered,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk,"('You Make My Dreams - Remastered','https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk'),"
2039,Stay - On the Wings of Love Teleserye Theme,https://open.spotify.com/track/5QVuf1MpdzFtFoJGwcKosa,"('Stay - On the Wings of Love Teleserye Theme','https://open.spotify.com/track/5QVuf1MpdzFtFoJGwcKosa'),"
2040,Kung Fu,https://open.spotify.com/track/0B6GRS3vGtzu6w5BQXqWMq,"('Kung Fu','https://open.spotify.com/track/0B6GRS3vGtzu6w5BQXqWMq'),"
2050,Samantha,https://open.spotify.com/track/4YLzVD32aMH4qgSsSPtNbl,"('Samantha','https://open.spotify.com/track/4YLzVD32aMH4qgSsSPtNbl'),"
2051,Fiebre,https://open.spotify.com/track/544E59bf3opnM83UHIop94,"('Fiebre','https://open.spotify.com/track/544E59bf3opnM83UHIop94'),"
2052,2U (feat. Justin Bieber),https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,"('2U (feat. Justin Bieber)','https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M'),"
2064,Would I Lie To You,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,"('Would I Lie To You','https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2'),"
2109,Jumpshot,https://open.spotify.com/track/4izP2KMwrhAdZEtIyp8Z8w,"('Jumpshot','https://open.spotify.com/track/4izP2KMwrhAdZEtIyp8Z8w'),"
2110,"Sit Still, Look Pretty",https://open.spotify.com/track/2DpCdPMg1BADE4HDnxt3Rd,"('Sit Still, Look Pretty','https://open.spotify.com/track/2DpCdPMg1BADE4HDnxt3Rd'),"
2111,Até Ex Duvida,https://open.spotify.com/track/3twpVbHfTCpgHNlStxfpzx,"('Até Ex Duvida','https://open.spotify.com/track/3twpVbHfTCpgHNlStxfpzx'),"
2112,AMN,https://open.spotify.com/track/1ScQoCrLBWZpWUakzwvXc7,"('AMN','https://open.spotify.com/track/1ScQoCrLBWZpWUakzwvXc7'),"
2113,Waves,https://open.spotify.com/track/64xJ1MMFxxK6osZxJH857T,"('Waves','https://open.spotify.com/track/64xJ1MMFxxK6osZxJH857T'),"
2115,不許你注定一人,https://open.spotify.com/track/0B2fMb8KALZeoFbRv7m3iE,"('不許你注定一人','https://open.spotify.com/track/0B2fMb8KALZeoFbRv7m3iE'),"
2116,經過一些秋與冬,https://open.spotify.com/track/4pw59ml6lY3WnP90tfyDGP,"('經過一些秋與冬','https://open.spotify.com/track/4pw59ml6lY3WnP90tfyDGP'),"
2117,哪裡只得我共你,https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ,"('哪裡只得我共你','https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ'),"
2118,只知感覺失了蹤,https://open.spotify.com/track/5V7K0PneTnNe6GRwE7EFN8,"('只知感覺失了蹤','https://open.spotify.com/track/5V7K0PneTnNe6GRwE7EFN8'),"
2119,Tu rêves,https://open.spotify.com/track/7FXXVMGfMLy1IkmgDIZJBp,"('Tu rêves','https://open.spotify.com/track/7FXXVMGfMLy1IkmgDIZJBp'),"
2120,Raf,https://open.spotify.com/track/3xtNRxaUY785OdDP78yrpG,"('Raf','https://open.spotify.com/track/3xtNRxaUY785OdDP78yrpG'),"
2121,Move On,https://open.spotify.com/track/3EmOh488guxOKeRgRYGoIM,"('Move On','https://open.spotify.com/track/3EmOh488guxOKeRgRYGoIM'),"
2122,Puti Short,https://open.spotify.com/track/1KTnaTJgCt0F3WwMNjL5T6,"('Puti Short','https://open.spotify.com/track/1KTnaTJgCt0F3WwMNjL5T6'),"
2123,Papi Shampu,https://open.spotify.com/track/0o221VNm4azkzYYLtxDGgV,"('Papi Shampu','https://open.spotify.com/track/0o221VNm4azkzYYLtxDGgV'),"
2124,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,"('La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)','https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma'),"
2136,La isla del Amor (feat. Maki),https://open.spotify.com/track/0Gw9QC3RqHmTdGqHIWLHb6,"('La isla del Amor (feat. Maki)','https://open.spotify.com/track/0Gw9QC3RqHmTdGqHIWLHb6'),"
2137,Nazar,https://open.spotify.com/track/4n5FsxYIcZMgQC8pJ9Y5ZN,"('Nazar','https://open.spotify.com/track/4n5FsxYIcZMgQC8pJ9Y5ZN'),"
2138,Teman Tapi Menikah,https://open.spotify.com/track/2YBKZDLTHfoqe7IUEe2z6n,"('Teman Tapi Menikah','https://open.spotify.com/track/2YBKZDLTHfoqe7IUEe2z6n'),"
2139,Malandramente,https://open.spotify.com/track/7DRP2VOMpy1rrk3iYFLCW9,"('Malandramente','https://open.spotify.com/track/7DRP2VOMpy1rrk3iYFLCW9'),"
2140,Bailar,https://open.spotify.com/track/1A5yplwEk6cJbAL63L6bkp,"('Bailar','https://open.spotify.com/track/1A5yplwEk6cJbAL63L6bkp'),"
2141,Canavar,https://open.spotify.com/track/4ouym5KBjG94nSXTXJQLEn,"('Canavar','https://open.spotify.com/track/4ouym5KBjG94nSXTXJQLEn'),"
2142,Panda,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,"('Panda','https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h'),"
2146,Liife,https://open.spotify.com/track/1W8vII5CLpMMzAGvGlAgCk,"('Liife','https://open.spotify.com/track/1W8vII5CLpMMzAGvGlAgCk'),"
2151,Kangen,https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb,"('Kangen','https://open.spotify.com/track/5LqanqJSmZwbwPtIi2RwTb'),"
2152,Mo Boy,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy,"('Mo Boy','https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy'),"
2153,Protagonista,https://open.spotify.com/track/4JIjgTMy0SnBLbYQ9NYaAx,"('Protagonista','https://open.spotify.com/track/4JIjgTMy0SnBLbYQ9NYaAx'),"
2154,Ready For Action - Radio Mix,https://open.spotify.com/track/1oWQ8tQnoJTXQsn1Il2uMX,"('Ready For Action - Radio Mix','https://open.spotify.com/track/1oWQ8tQnoJTXQsn1Il2uMX'),"
2155,Já Não Falamos,https://open.spotify.com/track/0A5Zv9pIbvI8d9Htu1NB2c,"('Já Não Falamos','https://open.spotify.com/track/0A5Zv9pIbvI8d9Htu1NB2c'),"
2156,Dialeto,https://open.spotify.com/track/1Eq8bovIxKCDJzzWa78V7p,"('Dialeto','https://open.spotify.com/track/1Eq8bovIxKCDJzzWa78V7p'),"
2157,História,https://open.spotify.com/track/14ngg5qaXPvt2rrPvMV1kC,"('História','https://open.spotify.com/track/14ngg5qaXPvt2rrPvMV1kC'),"
2158,All Good,https://open.spotify.com/track/3s8ik4CUIZXXGDBgD0EAZ5,"('All Good','https://open.spotify.com/track/3s8ik4CUIZXXGDBgD0EAZ5'),"
2159,On My Mind,https://open.spotify.com/track/5Xc74Dn1ZKH6H8XaVGOHXG,"('On My Mind','https://open.spotify.com/track/5Xc74Dn1ZKH6H8XaVGOHXG'),"
2164,The Sound Of Silence,https://open.spotify.com/track/0eZBeB2xFIS65jQHerispi,"('The Sound Of Silence','https://open.spotify.com/track/0eZBeB2xFIS65jQHerispi'),"
2166,Spaghetti Del Rock,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr,"('Spaghetti Del Rock','https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr'),"
2167,Cest la même,https://open.spotify.com/track/6wR97bho2QoIiP5wxNxtQz,"('Cest la même','https://open.spotify.com/track/6wR97bho2QoIiP5wxNxtQz'),"
2168,Déstabilisé,https://open.spotify.com/track/71gEIIqahWVslRCXtN5yhK,"('Déstabilisé','https://open.spotify.com/track/71gEIIqahWVslRCXtN5yhK'),"
2169,Wild Thoughts,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,"('Wild Thoughts','https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi'),"
2171,Im the One,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,"('Im the One','https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817'),"
2172,Dont Quit,https://open.spotify.com/track/6LOCAhFzZiavHcLJucLuDy,"('Dont Quit','https://open.spotify.com/track/6LOCAhFzZiavHcLJucLuDy'),"
2175,Shining,https://open.spotify.com/track/7Fa5UNizycSms5jP3SQD3F,"('Shining','https://open.spotify.com/track/7Fa5UNizycSms5jP3SQD3F'),"
2219,To the Max,https://open.spotify.com/track/2of5xn0GU0TdFneR1saRLH,"('To the Max','https://open.spotify.com/track/2of5xn0GU0TdFneR1saRLH'),"
2305,"Simple (feat. Cosculluela, Nengo Flow & Baby Rasta y Gringo)",https://open.spotify.com/track/15kZDQoTtpkya2kG8ZPJoi,"('Simple (feat. Cosculluela, Nengo Flow & Baby Rasta y Gringo)','https://open.spotify.com/track/15kZDQoTtpkya2kG8ZPJoi'),"
2314,Middle,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,"('Middle','https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n'),"
2315,Let Me Love You,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,"('Let Me Love You','https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m'),"
2365,Te de Campana,https://open.spotify.com/track/0StRt2W3IPe2MnpixQi6e5,"('Te de Campana','https://open.spotify.com/track/0StRt2W3IPe2MnpixQi6e5'),"
2366,Cake By The Ocean,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,"('Cake By The Ocean','https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl'),"
2367,Toothbrush,https://open.spotify.com/track/0CNjoQozZP0mB9rKVdrKGx,"('Toothbrush','https://open.spotify.com/track/0CNjoQozZP0mB9rKVdrKGx'),"
2368,Kissing Strangers,https://open.spotify.com/track/2YMyVYNLmFDD0KGtNkkgFa,"('Kissing Strangers','https://open.spotify.com/track/2YMyVYNLmFDD0KGtNkkgFa'),"
2378,Dimelo (feat. Wason Brazoban),https://open.spotify.com/track/5rBWtDMRu3sxei9aQBXaRJ,"('Dimelo (feat. Wason Brazoban)','https://open.spotify.com/track/5rBWtDMRu3sxei9aQBXaRJ'),"
2379,La Alergia,https://open.spotify.com/track/5lhd4w1RZz38EcwxAFSgZO,"('La Alergia','https://open.spotify.com/track/5lhd4w1RZz38EcwxAFSgZO'),"
2380,Te Quiero Pa´Mi,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,"('Te Quiero Pa´Mi','https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz'),"
2381,Danza Kuduro,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,"('Danza Kuduro','https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw'),"
2398,Cartier,https://open.spotify.com/track/6zcSWREy1vcJ4aWt7bzBW3,"('Cartier','https://open.spotify.com/track/6zcSWREy1vcJ4aWt7bzBW3'),"
2399,Infréquentables,https://open.spotify.com/track/63z6p4gpgnpZprANkpBIHH,"('Infréquentables','https://open.spotify.com/track/63z6p4gpgnpZprANkpBIHH'),"
2400,Signs,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,"('Signs','https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y'),"
2401,One Dance,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,"('One Dance','https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3'),"
2404,Fake Love,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,"('Fake Love','https://open.spotify.com/track/343YBumqHu19cGoGARUTsd'),"
2405,Passionfruit,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,"('Passionfruit','https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd'),"
2407,Blem,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt,"('Blem','https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt'),"
2426,KMT,https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr,"('KMT','https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr'),"
2427,Portland,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,"('Portland','https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h'),"
2474,Gyalchester,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi,"('Gyalchester','https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi'),"
2514,Controlla,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,"('Controlla','https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa'),"
2545,Too Good,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,"('Too Good','https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew'),"
2553,Broccoli (feat. Lil Yachty),https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,"('Broccoli (feat. Lil Yachty)','https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol'),"
2556,Fin i bikini,https://open.spotify.com/track/10tZablwJjnyBV8SO8lJxF,"('Fin i bikini','https://open.spotify.com/track/10tZablwJjnyBV8SO8lJxF'),"
2557,100 rêves,https://open.spotify.com/track/0UXW6ihyeYHfb4jae7QxGl,"('100 rêves','https://open.spotify.com/track/0UXW6ihyeYHfb4jae7QxGl'),"
2558,Blow Your Mind (Mwah),https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR,"('Blow Your Mind (Mwah)','https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR'),"
2560,Be The One,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol,"('Be The One','https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol'),"
2565,Real Life,https://open.spotify.com/track/04YFRczeeieYRlsrPJ8hjh,"('Real Life','https://open.spotify.com/track/04YFRczeeieYRlsrPJ8hjh'),"
2566,Ocean Drive,https://open.spotify.com/track/0k93MXOj0kSXo84SvSDeUz,"('Ocean Drive','https://open.spotify.com/track/0k93MXOj0kSXo84SvSDeUz'),"
2568,Small Town Boy,https://open.spotify.com/track/045SnNDjOfOLKM5OxARH4g,"('Small Town Boy','https://open.spotify.com/track/045SnNDjOfOLKM5OxARH4g'),"
2569,Not Going Home,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,"('Not Going Home','https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61'),"
2570,Casi Humanos,https://open.spotify.com/track/54lOVJJ98nfVFDK1u1csgo,"('Casi Humanos','https://open.spotify.com/track/54lOVJJ98nfVFDK1u1csgo'),"
2571,Hotel California,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv,"('Hotel California','https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv'),"
2572,September,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ,"('September','https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ'),"
2575,Nasıl Uyuyorsun,https://open.spotify.com/track/3D4msN0SIUavlHEaaIBWu6,"('Nasıl Uyuyorsun','https://open.spotify.com/track/3D4msN0SIUavlHEaaIBWu6'),"
2576,Simpan Saja,https://open.spotify.com/track/4G0I9EAPTKcazhjeFMSazd,"('Simpan Saja','https://open.spotify.com/track/4G0I9EAPTKcazhjeFMSazd'),"
2577,Çok Çok,https://open.spotify.com/track/045FwWlfQeVoaCNDvShp7m,"('Çok Çok','https://open.spotify.com/track/045FwWlfQeVoaCNDvShp7m'),"
2578,Thinking Out Loud,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,"('Thinking Out Loud','https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg'),"
2579,Galway Girl,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,"('Galway Girl','https://open.spotify.com/track/0afhq8XCExXpqazXczTSve'),"
2581,Nancy Mulligan,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ,"('Nancy Mulligan','https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ'),"
2582,Shape of You,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,"('Shape of You','https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3'),"
2583,Perfect,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"('Perfect','https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v'),"
2586,Castle on the Hill,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,"('Castle on the Hill','https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT'),"
2590,Photograph,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,"('Photograph','https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy'),"
2592,What Do I Know?,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,"('What Do I Know?','https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92'),"
2595,Shape of You (Latin ),https://open.spotify.com/track/5nCtCCB5i1OfbADvynNw0i,"('Shape of You (Latin )','https://open.spotify.com/track/5nCtCCB5i1OfbADvynNw0i'),"
2603,Galway Girl,https://open.spotify.com/track/2A17f6I4fh6GqYX0J8noGr,"('Galway Girl','https://open.spotify.com/track/2A17f6I4fh6GqYX0J8noGr'),"
2604,Barcelona,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU,"('Barcelona','https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU'),"
2607,Happier,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,"('Happier','https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB'),"
2614,Dive,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,"('Dive','https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls'),"
2625,I See Fire,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,"('I See Fire','https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523'),"
2628,How Would You Feel (Paean),https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,"('How Would You Feel (Paean)','https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN'),"
2642,Supermarket Flowers,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,"('Supermarket Flowers','https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG'),"
2649,New Man,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,"('New Man','https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG'),"
2713,Tenerife Sea,https://open.spotify.com/track/6vSwxzO2Qf4BinHSXRwZJe,"('Tenerife Sea','https://open.spotify.com/track/6vSwxzO2Qf4BinHSXRwZJe'),"
2798,Shape of You,https://open.spotify.com/track/2NHSYwGkAvPHzCinY0KwXo,"('Shape of You','https://open.spotify.com/track/2NHSYwGkAvPHzCinY0KwXo'),"
2831,Eraser,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2,"('Eraser','https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2'),"
2874,Carita de buena,https://open.spotify.com/track/62YL4H1dOpC6702x4i7VQS,"('Carita de buena','https://open.spotify.com/track/62YL4H1dOpC6702x4i7VQS'),"
2875,Hledám Si Tu Pravou,https://open.spotify.com/track/3LncIWO9ghrVIltaNjdOp5,"('Hledám Si Tu Pravou','https://open.spotify.com/track/3LncIWO9ghrVIltaNjdOp5'),"
2876,Millonario al Tiro,https://open.spotify.com/track/3j0fZOhHb9wlA1rsxGoMEz,"('Millonario al Tiro','https://open.spotify.com/track/3j0fZOhHb9wlA1rsxGoMEz'),"
2877,Lo Tenemo,https://open.spotify.com/track/3TC1dZ8lFjy6eNqexzdPgL,"('Lo Tenemo','https://open.spotify.com/track/3TC1dZ8lFjy6eNqexzdPgL'),"
2878,Dema Ga Ge Gi Go Gu,https://open.spotify.com/track/3T0h2tXX3mQh14mse20s6M,"('Dema Ga Ge Gi Go Gu','https://open.spotify.com/track/3T0h2tXX3mQh14mse20s6M'),"
2879,Al Fin Llegaste Tú,https://open.spotify.com/track/7jZJm3yRLCKxmJ3kxUtp6f,"('Al Fin Llegaste Tú','https://open.spotify.com/track/7jZJm3yRLCKxmJ3kxUtp6f'),"
2880,La Eléctrica,https://open.spotify.com/track/0tHzhHxk1ykK6Sa5t6bSYa,"('La Eléctrica','https://open.spotify.com/track/0tHzhHxk1ykK6Sa5t6bSYa'),"
